zoneId,productCode,jestaStyle,description,brand,genderTarget,department,sportsCategory,sizeRange,price,isBestSeller,isPromoted,isGlobalAccess,imageFile
AP_Column_1_Gondola_8_AP01,JS4938,45750,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
AP_Column_1_Gondola_8_AP01,JS4939,45751,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
AP_Column_2_Gondola_8_AP01,JS4940,45752,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
AP_Column_2_Gondola_8_AP01,JS4941,45753,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
AP_Column_3_Gondola_8_AP01,JS4942,45754,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
AP_Column_3_Gondola_8_AP01,JS4943,45755,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
AP_Column_4_Gondola_8_AP01,JS4944,45756,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
AP_Column_4_Gondola_8_AP01,JS4945,45757,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP01,JS4946,45758,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP01,JS4947,45759,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP01,JS4948,45760,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP01,JS4949,45761,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP01,JS4950,45762,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP01,JS4951,45763,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP01,JS4952,45764,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP01,JS4953,45765,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP01,JS4954,45766,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP01,JS4955,45767,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP01,JS4956,45768,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP01,JS4957,45769,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP01,JS4958,45770,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP01,JS4959,45771,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP01,JS4960,45772,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP01,JS4961,45773,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP01,JS4962,45774,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP01,JS4963,45775,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP02,JS4964,45776,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP02,JS4965,45777,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP02,JS4966,45778,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP02,JS4967,45779,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP02,JS4968,45780,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP02,JS4969,45781,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP02,JS4970,45782,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP02,JS4971,45783,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP02,JS4972,45784,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP02,JS4973,45785,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP02,JS4974,45786,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP02,JS4975,45787,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP02,JS4976,45788,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP02,JS4977,45789,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP02,JS4978,45790,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP02,JS4979,45791,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP02,JS4980,45792,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_1_AP02,JS4981,45793,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_2_AP01,JS4982,45794,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_2_AP01,JS4983,45795,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_2_AP01,JS4984,45796,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_2_AP01,JS4985,45797,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_2_AP01,JS4986,45798,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_2_AP01,JS4987,45799,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_2_AP01,JS4988,45800,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
Wall_A_AP_Column_2_AP01,JS4989,45801,adidas Adizero EVO SL (CW/CB/CW),Adidas,Mens,Footwear,Running,9.5,180,TRUE,FALSE,FALSE,adidas_Adizero_EVO_SL_-_Cloud_White_-_Core_Black_-_Cloud_White
